// Fonds                                 | Fonds per Building                       |  Units          | Direct / Indirects             | Infantry      | Transporter    | Result
type NUMBER:12000_>|12000_<_17000|17000_<  NUMBER:11000_>|11000_<_17000|17000_<        NUMBER:6_<|6_>   NUMBER:0.8_>|0.8_<_3.5|3.5_<    NUMBER:5_<|5_>   NUMBER:3_<|3_>   UNIT
25000                                      13000                                        7               4.5                                    6         4                SUBMARINE
25000                                      13000                                        7               0.7                                    6         4                SUBMARINE
25000                                      13000                                        7               0.7                                    6         4                SUBMARINE
25000                                      13000                                        7               0.7                                    4         4                SUBMARINE
25000                                      13000                                        7               0.7                                    6         4                SUBMARINE
25000                                      10000                                        7               4.5                                    6         4                SUBMARINE
25000                                      10000                                        7               1.0                                    6         4                SUBMARINE
25000                                      10000                                        7               1.0                                    6         4                SUBMARINE
25000                                      10000                                        7               1.0                                    4         4                SUBMARINE
25000                                      10000                                        7               4.5                                    6         4                SUBMARINE
25000                                      10000                                        7               0.7                                    6         4                SUBMARINE
25000                                      10000                                        7               4.5                                    6         4                SUBMARINE
25000                                      10000                                        7               4.5                                    4         4                SUBMARINE
25000                                      10000                                        7               4.5                                    6         4                SUBMARINE
13000                                      10000                                        7               1.0                                    6         4                SUBMARINE
13000                                      10000                                        7               1.0                                    4         4                SUBMARINE
13000                                      10000                                        7               4.5                                    6         4                SUBMARINE
13000                                      10000                                        7               0.7                                    6         4                SUBMARINE
13000                                      10000                                        7               4.5                                    6         4                SUBMARINE
13000                                      10000                                        7               4.5                                    4         4                SUBMARINE
13000                                      10000                                        7               4.5                                    6         4                SUBMARINE

// SUBMARINE
13000                                       5000                                        7               0.7                                    6         4                DESTROYER
13000                                       5000                                        7               1.0                                    6         4                DESTROYER
13000                                      13000                                        7               0.7                                    6         4                DESTROYER
13000                                      13000                                        7               1.0                                    6         4                DESTROYER
13000                                      13000                                        5               1.0                                    6         4                DESTROYER
13000                                      13000                                        5               1.0                                    4         4                DESTROYER
13000                                      13000                                        5               0.7                                    6         4                DESTROYER
25000                                      25000                                        5               1.0                                    6         4                DESTROYER
25000                                      25000                                        5               1.0                                    4         4                DESTROYER
25000                                      25000                                        5               0.7                                    6         4                DESTROYER
25000                                      13000                                        7               4.5                                    6         4                DESTROYER
25000                                      13000                                        7               1.0                                    6         4                DESTROYER
25000                                      13000                                        7               1.0                                    6         4                DESTROYER
25000                                      13000                                        7               1.0                                    4         4                DESTROYER
25000                                      13000                                        7               4.5                                    6         4                DESTROYER
25000                                      13000                                        7               0.7                                    6         4                DESTROYER
25000                                      13000                                        7               0.7                                    6         4                DESTROYER
25000                                      13000                                        7               0.7                                    4         4                DESTROYER
25000                                      13000                                        7               0.7                                    6         4                DESTROYER
25000                                      10000                                        7               4.5                                    6         4                DESTROYER
25000                                      10000                                        7               1.0                                    6         4                DESTROYER
25000                                      10000                                        7               1.0                                    6         4                DESTROYER
25000                                      10000                                        7               1.0                                    4         4                DESTROYER
25000                                      10000                                        7               4.5                                    6         4                DESTROYER
25000                                      10000                                        7               0.7                                    6         4                DESTROYER
25000                                      10000                                        7               4.5                                    6         4                DESTROYER
25000                                      10000                                        7               4.5                                    4         4                DESTROYER
25000                                      10000                                        7               4.5                                    6         4                DESTROYER
13000                                      10000                                        7               1.0                                    6         4                DESTROYER
13000                                      10000                                        7               1.0                                    4         4                DESTROYER
13000                                      10000                                        7               4.5                                    6         4                DESTROYER
13000                                      10000                                        7               0.7                                    6         4                DESTROYER
13000                                      10000                                        7               4.5                                    6         4                DESTROYER
13000                                      10000                                        7               4.5                                    4         4                DESTROYER
13000                                      10000                                        7               4.5                                    6         4                DESTROYER

// BATTLESHIP
25000                                      25000                                        7               4.5                                    6         4                BATTLESHIP
25000                                      25000                                        7               1.0                                    6         4                BATTLESHIP
25000                                      25000                                        5               1.0                                    6         4                BATTLESHIP
25000                                      25000                                        5               1.0                                    4         4                BATTLESHIP
25000                                      25000                                        5               4.5                                    6         4                BATTLESHIP
25000                                      25000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      25000                                        5               0.7                                    6         4                BATTLESHIP
25000                                      25000                                        5               0.7                                    4         4                BATTLESHIP
25000                                      25000                                        5               0.7                                    6         4                BATTLESHIP
25000                                      25000                                        7               4.5                                    6         4                BATTLESHIP
25000                                      25000                                        7               1.0                                    6         4                BATTLESHIP
25000                                      25000                                        7               1.0                                    6         4                BATTLESHIP
25000                                      25000                                        7               1.0                                    4         4                BATTLESHIP
25000                                      25000                                        7               4.5                                    6         4                BATTLESHIP
25000                                      25000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      25000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      25000                                        7               0.7                                    4         4                BATTLESHIP
25000                                      25000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      13000                                        7               4.5                                    6         4                BATTLESHIP
25000                                      13000                                        7               1.0                                    6         4                BATTLESHIP
25000                                      13000                                        7               1.0                                    6         4                BATTLESHIP
25000                                      13000                                        7               1.0                                    4         4                BATTLESHIP
25000                                      13000                                        7               4.5                                    6         4                BATTLESHIP
25000                                      13000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      13000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      13000                                        7               0.7                                    4         4                BATTLESHIP
25000                                      13000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      10000                                        7               4.5                                    6         4                BATTLESHIP
25000                                      10000                                        7               1.0                                    6         4                BATTLESHIP
25000                                      10000                                        7               1.0                                    6         4                BATTLESHIP
25000                                      10000                                        7               1.0                                    4         4                BATTLESHIP
25000                                      10000                                        7               4.5                                    6         4                BATTLESHIP
25000                                      10000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      10000                                        7               0.7                                    6         4                BATTLESHIP
25000                                      10000                                        7               0.7                                    4         4                BATTLESHIP
25000                                      10000                                        7               0.7                                    6         4                BATTLESHIP
// AIRCRAFTCARRIER
25000                                      25000                                        7               4.5                                    6         4                AIRCRAFTCARRIER
25000                                      25000                                        7               1.0                                    6         4                AIRCRAFTCARRIER
25000                                      25000                                        5               1.0                                    6         4                AIRCRAFTCARRIER
25000                                      25000                                        5               1.0                                    4         4                AIRCRAFTCARRIER
25000                                      25000                                        5               4.5                                    6         4                AIRCRAFTCARRIER
25000                                      25000                                        7               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      25000                                        7               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      25000                                        5               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      25000                                        5               0.7                                    4         4                AIRCRAFTCARRIER
25000                                      25000                                        5               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      13000                                        7               4.5                                    6         4                AIRCRAFTCARRIER
25000                                      13000                                        7               1.0                                    6         4                AIRCRAFTCARRIER
25000                                      13000                                        7               1.0                                    6         4                AIRCRAFTCARRIER
25000                                      13000                                        7               1.0                                    4         4                AIRCRAFTCARRIER
25000                                      13000                                        7               4.5                                    6         4                AIRCRAFTCARRIER
25000                                      13000                                        7               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      13000                                        7               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      13000                                        7               0.7                                    4         4                AIRCRAFTCARRIER
25000                                      13000                                        7               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      10000                                        7               4.5                                    6         4                AIRCRAFTCARRIER
25000                                      10000                                        7               1.0                                    6         4                AIRCRAFTCARRIER
25000                                      10000                                        7               1.0                                    6         4                AIRCRAFTCARRIER
25000                                      10000                                        7               1.0                                    4         4                AIRCRAFTCARRIER
25000                                      10000                                        7               4.5                                    6         4                AIRCRAFTCARRIER
25000                                      10000                                        7               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      10000                                        7               0.7                                    6         4                AIRCRAFTCARRIER
25000                                      10000                                        7               0.7                                    4         4                AIRCRAFTCARRIER
25000                                      10000                                        7               0.7                                    6         4                AIRCRAFTCARRIER
