// Fonds                               | Fonds per Building                     |  Units           | Direct / Indirects             | Infantry      | TRANSPORTER    | Result
type NUMBER:4000_>|4000_<_10000|10000_<  NUMBER:4000_>|4000_<_10000|10000_<        NUMBER:10_<|10_>  NUMBER:0.8_>|0.8_<_3.5|3.5_<   NUMBER:5_<|5_>    NUMBER:1_<|1_>   UNIT
11000                                    11000                                     11                1.0                            4                 0                INFANTRY
11000                                    11000                                     7                 1.0                            4                 0                INFANTRY
11000                                    11000                                     11                1.0                            4                 0                INFANTRY
11000                                    11000                                     7                 1.0                            4                 0                INFANTRY
11000                                    11000                                     7                 1.0                            4                 2                INFANTRY
11000                                    11000                                     7                 0.7                            4                 2                INFANTRY
11000                                    11000                                     7                 4.5                            4                 2                INFANTRY
11000                                    11000                                     11                1.0                            4                 2                INFANTRY
11000                                    11000                                     7                 1.0                            4                 2                INFANTRY
11000                                    11000                                     11                1.0                            4                 2                INFANTRY
11000                                    11000                                     7                 1.0                            4                 2                INFANTRY
11000                                     7000                                     7                 1.0                            4                 0                INFANTRY
11000                                     7000                                     7                 0.7                            4                 0                INFANTRY
11000                                     7000                                     7                 4.5                            4                 0                INFANTRY
11000                                     7000                                     11                1.0                            4                 0                INFANTRY
11000                                     7000                                     7                 1.0                            4                 0                INFANTRY
11000                                     7000                                     11                1.0                            4                 0                INFANTRY
11000                                     7000                                     7                 1.0                            4                 0                INFANTRY
11000                                     7000                                     7                 1.0                            4                 2                INFANTRY
11000                                     7000                                     7                 0.7                            4                 2                INFANTRY
11000                                     7000                                     7                 4.5                            4                 2                INFANTRY
11000                                     7000                                     11                1.0                            4                 2                INFANTRY
11000                                     7000                                     7                 1.0                            4                 2                INFANTRY
11000                                     7000                                     11                1.0                            4                 2                INFANTRY
11000                                     7000                                     7                 1.0                            4                 2                INFANTRY
11000                                     3000                                     7                 1.0                            4                 0                INFANTRY
11000                                     3000                                     7                 0.7                            4                 0                INFANTRY
11000                                     3000                                     7                 4.5                            4                 0                INFANTRY
11000                                     3000                                     11                1.0                            4                 0                INFANTRY
11000                                     3000                                     7                 1.0                            4                 0                INFANTRY
11000                                     3000                                     11                1.0                            4                 0                INFANTRY
11000                                     3000                                     7                 1.0                            4                 0                INFANTRY
11000                                     3000                                     7                 1.0                            4                 2                INFANTRY
11000                                     3000                                     7                 0.7                            4                 2                INFANTRY
11000                                     3000                                     7                 4.5                            4                 2                INFANTRY
11000                                     3000                                     11                1.0                            4                 2                INFANTRY
11000                                     3000                                     7                 1.0                            4                 2                INFANTRY
11000                                     3000                                     11                1.0                            4                 2                INFANTRY
11000                                     3000                                     7                 1.0                            4                 2                INFANTRY
11000                                    3000                                      11                1.0                            4                 0                MECH
11000                                    3000                                      11                1.0                            4                 0                MECH
11000                                    3000                                      11                4.5                            4                 0                MECH
11000                                    3000                                      11                0.7                            4                 0                MECH
11000                                    3000                                      11                1.0                            7                 0                MECH
11000                                    3000                                      11                1.0                            7                 0                MECH
11000                                    3000                                      11                1.0                            4                 2                MECH
11000                                    3000                                      11                1.0                            4                 2                MECH
11000                                    3000                                      11                4.5                            4                 2                MECH
11000                                    3000                                      11                0.7                            4                 2                MECH
11000                                    3000                                      11                1.0                            7                 2                MECH
11000                                    3000                                      11                1.0                            7                 2                MECH
7000                                     7000                                      11                1.0                            4                 0                MECH
7000                                     7000                                      11                1.0                            4                 0                MECH
7000                                     7000                                      11                4.5                            4                 0                MECH
7000                                     7000                                      11                0.7                            4                 0                MECH
7000                                     7000                                      11                1.0                            4                 0                MECH
7000                                     7000                                      11                1.0                            4                 0                MECH
7000                                     7000                                      11                1.0                            4                 2                MECH
7000                                     7000                                      11                1.0                            4                 2                MECH
7000                                     7000                                      11                4.5                            4                 2                MECH
7000                                     7000                                      11                0.7                            4                 2                MECH
7000                                     7000                                      11                1.0                            4                 2                MECH
7000                                     7000                                      11                1.0                            4                 2                MECH
11000                                    11000                                     11                1.0                            4                 0                MECH
11000                                    11000                                     11                1.0                            4                 0                MECH
11000                                    11000                                     11                4.5                            4                 0                MECH
11000                                    11000                                     11                0.7                            4                 0                MECH
11000                                    11000                                     11                1.0                            4                 0                MECH
11000                                    11000                                     11                1.0                            4                 0                MECH
11000                                    11000                                     11                1.0                            4                 2                MECH
11000                                    11000                                     11                1.0                            4                 2                MECH
11000                                    11000                                     11                4.5                            4                 2                MECH
11000                                    11000                                     11                0.7                            4                 2                MECH
11000                                    11000                                     11                1.0                            4                 2                MECH
11000                                    11000                                     11                1.0                            4                 2                MECH
11000                                     7000                                     11                1.0                            4                 0                MECH
11000                                     7000                                     11                1.0                            4                 0                MECH
11000                                     7000                                     11                4.5                            4                 0                MECH
11000                                     7000                                     11                0.7                            4                 0                MECH
11000                                     7000                                     11                1.0                            4                 0                MECH
11000                                     7000                                     11                1.0                            4                 0                MECH
11000                                     7000                                     11                1.0                            4                 2                MECH
11000                                     7000                                     11                1.0                            4                 2                MECH
11000                                     7000                                     11                4.5                            4                 2                MECH
11000                                     7000                                     11                0.7                            4                 2                MECH
11000                                     7000                                     11                1.0                            4                 2                MECH
11000                                     7000                                     11                1.0                            4                 2                MECH
11000                                     3000                                     11                1.0                            4                 0                MECH
11000                                     3000                                     11                1.0                            4                 0                MECH
11000                                     3000                                     11                4.5                            4                 0                MECH
11000                                     3000                                     11                0.7                            4                 0                MECH
11000                                     3000                                     11                1.0                            4                 0                MECH
11000                                     3000                                     11                1.0                            4                 0                MECH
11000                                     3000                                     11                1.0                            4                 2                MECH
11000                                     3000                                     11                1.0                            4                 2                MECH
11000                                     3000                                     11                4.5                            4                 2                MECH
11000                                     3000                                     11                0.7                            4                 2                MECH
11000                                     3000                                     11                1.0                            4                 2                MECH
11000                                     3000                                     11                1.0                            4                 2                MECH


11000                                    3000                                      11                1.0                            7                 0                MOTORBIKE
11000                                    3000                                      11                1.0                            7                 0                MOTORBIKE
11000                                    3000                                      11                1.0                            4                 0                MOTORBIKE
11000                                    3000                                      11                1.0                            4                 0                MOTORBIKE
11000                                    3000                                      11                4.5                            4                 0                MOTORBIKE
11000                                    3000                                      11                0.7                            4                 0                MOTORBIKE
11000                                    3000                                      11                1.0                            7                 2                MOTORBIKE
11000                                    3000                                      11                1.0                            7                 2                MOTORBIKE
11000                                    3000                                      11                1.0                            4                 2                MOTORBIKE
11000                                    3000                                      11                1.0                            4                 2                MOTORBIKE
11000                                    3000                                      11                4.5                            4                 2                MOTORBIKE
11000                                    3000                                      11                0.7                            4                 2                MOTORBIKE
7000                                     7000                                      11                1.0                            4                 0                MOTORBIKE
7000                                     7000                                      11                1.0                            4                 0                MOTORBIKE
7000                                     7000                                      11                1.0                            4                 0                MOTORBIKE
7000                                     7000                                      11                1.0                            4                 0                MOTORBIKE
7000                                     7000                                      11                4.5                            4                 0                MOTORBIKE
7000                                     7000                                      11                0.7                            4                 0                MOTORBIKE
7000                                     7000                                      11                1.0                            4                 2                MOTORBIKE
7000                                     7000                                      11                1.0                            4                 2                MOTORBIKE
7000                                     7000                                      11                1.0                            4                 2                MOTORBIKE
7000                                     7000                                      11                1.0                            4                 2                MOTORBIKE
7000                                     7000                                      11                4.5                            4                 2                MOTORBIKE
7000                                     7000                                      11                0.7                            4                 2                MOTORBIKE
11000                                    11000                                     11                1.0                            4                 0                MOTORBIKE
11000                                    11000                                     11                1.0                            4                 0                MOTORBIKE
11000                                    11000                                     11                1.0                            4                 0                MOTORBIKE
11000                                    11000                                     11                1.0                            4                 0                MOTORBIKE
11000                                    11000                                     11                4.5                            4                 0                MOTORBIKE
11000                                    11000                                     11                0.7                            4                 0                MOTORBIKE
11000                                    11000                                     11                1.0                            4                 2                MOTORBIKE
11000                                    11000                                     11                1.0                            4                 2                MOTORBIKE
11000                                    11000                                     11                1.0                            4                 2                MOTORBIKE
11000                                    11000                                     11                1.0                            4                 2                MOTORBIKE
11000                                    11000                                     11                4.5                            4                 2                MOTORBIKE
11000                                    11000                                     11                0.7                            4                 2                MOTORBIKE
11000                                     7000                                     11                1.0                            4                 0                MOTORBIKE
11000                                     7000                                     11                1.0                            4                 0                MOTORBIKE
11000                                     7000                                     11                1.0                            4                 0                MOTORBIKE
11000                                     7000                                     11                1.0                            4                 0                MOTORBIKE
11000                                     7000                                     11                4.5                            4                 0                MOTORBIKE
11000                                     7000                                     11                0.7                            4                 0                MOTORBIKE
11000                                     7000                                     11                1.0                            4                 2                MOTORBIKE
11000                                     7000                                     11                1.0                            4                 2                MOTORBIKE
11000                                     7000                                     11                1.0                            4                 2                MOTORBIKE
11000                                     7000                                     11                1.0                            4                 2                MOTORBIKE
11000                                     7000                                     11                4.5                            4                 2                MOTORBIKE
11000                                     7000                                     11                0.7                            4                 2                MOTORBIKE
11000                                     3000                                     11                1.0                            4                 0                MOTORBIKE
11000                                     3000                                     11                1.0                            4                 0                MOTORBIKE
11000                                     3000                                     11                1.0                            4                 0                MOTORBIKE
11000                                     3000                                     11                1.0                            4                 0                MOTORBIKE
11000                                     3000                                     11                4.5                            4                 0                MOTORBIKE
11000                                     3000                                     11                0.7                            4                 0                MOTORBIKE
11000                                     3000                                     11                1.0                            4                 2                MOTORBIKE
11000                                     3000                                     11                1.0                            4                 2                MOTORBIKE
11000                                     3000                                     11                1.0                            4                 2                MOTORBIKE
11000                                     3000                                     11                1.0                            4                 2                MOTORBIKE
11000                                     3000                                     11                4.5                            4                 2                MOTORBIKE
11000                                     3000                                     11                0.7                            4                 2                MOTORBIKE
3000                                     3000                                      11                1.0                            4                 0                SNIPER
3000                                     3000                                      11                1.0                            4                 0                SNIPER
3000                                     3000                                      11                4.5                            4                 0                SNIPER
3000                                     3000                                      11                0.7                            4                 0                SNIPER
3000                                     3000                                      11                1.0                            4                 2                SNIPER
3000                                     3000                                      11                1.0                            4                 2                SNIPER
3000                                     3000                                      11                4.5                            4                 2                SNIPER
3000                                     3000                                      11                0.7                            4                 2                SNIPER
3000                                     3000                                      11                1.0                            7                 0                SNIPER
3000                                     3000                                      11                1.0                            7                 0                SNIPER
3000                                     3000                                      11                4.5                            7                 0                SNIPER
3000                                     3000                                      11                0.7                            7                 0                SNIPER
3000                                     3000                                      11                1.0                            7                 2                SNIPER
3000                                     3000                                      11                1.0                            7                 2                SNIPER
3000                                     3000                                      11                4.5                            7                 2                SNIPER
3000                                     3000                                      11                0.7                            7                 2                SNIPER
7000                                     7000                                      11                1.0                            4                 0                SNIPER
7000                                     7000                                      11                1.0                            4                 0                SNIPER
7000                                     7000                                      11                4.5                            4                 0                SNIPER
7000                                     7000                                      11                0.7                            4                 0                SNIPER
7000                                     7000                                      11                1.0                            4                 2                SNIPER
7000                                     7000                                      11                1.0                            4                 2                SNIPER
7000                                     7000                                      11                4.5                            4                 2                SNIPER
7000                                     7000                                      11                0.7                            4                 2                SNIPER
11000                                    11000                                     11                1.0                            4                 0                SNIPER
11000                                    11000                                     11                1.0                            4                 0                SNIPER
11000                                    11000                                     11                4.5                            4                 0                SNIPER
11000                                    11000                                     11                0.7                            4                 0                SNIPER
11000                                    11000                                     11                1.0                            4                 2                SNIPER
11000                                    11000                                     11                1.0                            4                 2                SNIPER
11000                                    11000                                     11                4.5                            4                 2                SNIPER
11000                                    11000                                     11                0.7                            4                 2                SNIPER
11000                                     7000                                     11                1.0                            4                 0                SNIPER
11000                                     7000                                     11                1.0                            4                 0                SNIPER
11000                                     7000                                     11                4.5                            4                 0                SNIPER
11000                                     7000                                     11                0.7                            4                 0                SNIPER
11000                                     7000                                     11                1.0                            4                 2                SNIPER
11000                                     7000                                     11                1.0                            4                 2                SNIPER
11000                                     7000                                     11                4.5                            4                 2                SNIPER
11000                                     7000                                     11                0.7                            4                 2                SNIPER
// APC
7000                                     7000                                      7                 0.7                            7                 0                APC
7000                                     7000                                      7                 1.0                            7                 0                APC
7000                                     7000                                      7                 4.5                            7                 0                APC
7000                                     7000                                      11                0.7                            7                 0                APC
7000                                     7000                                      11                1.0                            7                 0                APC
7000                                     7000                                      11                4.5                            7                 0                APC
// MID UNIT BUILDING                                                                                                                                                  
7000                                     7000                                      7                 0.7                            7                 0                RECON
7000                                     7000                                      7                 1.0                            7                 0                RECON
7000                                     7000                                      11                1.0                            7                 0                RECON
11000                                    3000                                      11                1.0                            7                 0                LIGHT_TANK
11000                                    3000                                      11                1.0                            7                 0                LIGHT_TANK
7000                                     3000                                      11                0.7                            7                 0                LIGHT_TANK
7000                                     3000                                      11                0.7                            7                 0                LIGHT_TANK
7000                                     3000                                      11                1.0                            7                 0                LIGHT_TANK
11000                                    7000                                      11                1.0                            7                 0                LIGHT_TANK
11000                                    7000                                      11                1.0                            7                 0                LIGHT_TANK
7000                                     7000                                      11                0.7                            7                 0                LIGHT_TANK
7000                                     7000                                      11                0.7                            7                 0                LIGHT_TANK
7000                                     7000                                      11                1.0                            7                 0                LIGHT_TANK
11000                                    11000                                     11                1.0                            7                 0                LIGHT_TANK
11000                                    11000                                     11                0.7                            7                 0                LIGHT_TANK
11000                                    11000                                     11                0.7                            7                 0                LIGHT_TANK
11000                                    11000                                     11                1.0                            7                 0                LIGHT_TANK
11000                                    11000                                     11                0.7                            7                 0                LIGHT_TANK
11000                                    11000                                     11                0.7                            7                 0                LIGHT_TANK
11000                                    7000                                      7                 1.0                            7                 0                LIGHT_TANK
11000                                    7000                                      7                 1.0                            7                 0                LIGHT_TANK
7000                                     7000                                      7                 0.7                            7                 0                LIGHT_TANK
7000                                     7000                                      7                 0.7                            7                 0                LIGHT_TANK
7000                                     7000                                      7                 1.0                            7                 0                LIGHT_TANK
11000                                    11000                                     7                 1.0                            7                 0                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 0                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 0                LIGHT_TANK
11000                                    11000                                     7                 1.0                            7                 0                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 0                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 0                LIGHT_TANK
11000                                    3000                                      11                1.0                            7                 2                LIGHT_TANK
11000                                    3000                                      11                1.0                            7                 2                LIGHT_TANK
7000                                     3000                                      11                0.7                            7                 2                LIGHT_TANK
7000                                     3000                                      11                0.7                            7                 2                LIGHT_TANK
7000                                     3000                                      11                1.0                            7                 2                LIGHT_TANK
11000                                    7000                                      11                1.0                            7                 2                LIGHT_TANK
11000                                    7000                                      11                1.0                            7                 2                LIGHT_TANK
7000                                     7000                                      11                0.7                            7                 2                LIGHT_TANK
7000                                     7000                                      11                0.7                            7                 2                LIGHT_TANK
7000                                     7000                                      11                1.0                            7                 2                LIGHT_TANK
11000                                    11000                                     11                1.0                            7                 2                LIGHT_TANK
11000                                    11000                                     11                0.7                            7                 2                LIGHT_TANK
11000                                    11000                                     11                0.7                            7                 2                LIGHT_TANK
11000                                    11000                                     11                1.0                            7                 2                LIGHT_TANK
11000                                    11000                                     11                0.7                            7                 2                LIGHT_TANK
11000                                    11000                                     11                0.7                            7                 2                LIGHT_TANK
11000                                    7000                                      7                 1.0                            7                 2                LIGHT_TANK
11000                                    7000                                      7                 1.0                            7                 2                LIGHT_TANK
7000                                     7000                                      7                 0.7                            7                 2                LIGHT_TANK
7000                                     7000                                      7                 0.7                            7                 2                LIGHT_TANK
7000                                     7000                                      7                 1.0                            7                 2                LIGHT_TANK
11000                                    11000                                     7                 1.0                            7                 2                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 2                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 2                LIGHT_TANK
11000                                    11000                                     7                 1.0                            7                 2                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 2                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 2                LIGHT_TANK
11000                                    11000                                     7                 0.7                            7                 0                FLARE
11000                                    11000                                     7                 0.7                            7                 0                FLARE
11000                                    11000                                     7                 0.7                            7                 2                FLARE
11000                                    11000                                     7                 0.7                            7                 2                FLARE
11000                                    7000                                      11                1.0                            7                 2                HOVERCRAFT
11000                                    7000                                      11                1.0                            7                 2                HOVERCRAFT
7000                                     7000                                      11                0.7                            7                 2                HOVERCRAFT
7000                                     7000                                      11                0.7                            7                 2                HOVERCRAFT
7000                                     7000                                      11                1.0                            7                 2                HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 2                HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 2                HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 2                HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 2                HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 2                HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 2                HOVERCRAFT
11000                                    7000                                      7                 1.0                            7                 2                HOVERCRAFT
11000                                    7000                                      7                 1.0                            7                 2                HOVERCRAFT
7000                                     7000                                      7                 0.7                            7                 2                HOVERCRAFT
7000                                     7000                                      7                 0.7                            7                 2                HOVERCRAFT
7000                                     7000                                      7                 1.0                            7                 2                HOVERCRAFT
11000                                    11000                                     7                 1.0                            7                 2                HOVERCRAFT
11000                                    11000                                     7                 0.7                            7                 2                HOVERCRAFT
11000                                    11000                                     7                 0.7                            7                 2                HOVERCRAFT
11000                                    11000                                     7                 1.0                            7                 2                HOVERCRAFT
11000                                    11000                                     7                 0.7                            7                 2                HOVERCRAFT
11000                                    11000                                     7                 0.7                            7                 2                HOVERCRAFT
11000                                    7000                                      11                1.0                            7                 0                HOVERCRAFT
11000                                    7000                                      11                1.0                            7                 0                HOVERCRAFT
7000                                     7000                                      11                0.7                            7                 0                HOVERCRAFT
7000                                     7000                                      11                0.7                            7                 0                HOVERCRAFT
7000                                     7000                                      11                1.0                            7                 0                HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 0                HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HOVERCRAFT
11000                                    11000                                     11                1.0                            7                 0                HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HOVERCRAFT
11000                                    11000                                     11                0.7                            7                 0                HOVERCRAFT
11000                                    7000                                      7                 1.0                            7                 0                HOVERCRAFT
11000                                    7000                                      7                 1.0                            7                 0                HOVERCRAFT
7000                                     7000                                      7                 0.7                            7                 0                HOVERCRAFT
7000                                     7000                                      7                 0.7                            7                 0                HOVERCRAFT
7000                                     7000                                      7                 1.0                            7                 0                HOVERCRAFT
11000                                    11000                                     7                 1.0                            7                 0                HOVERCRAFT
11000                                    11000                                     7                 0.7                            7                 0                HOVERCRAFT
11000                                    11000                                     7                 0.7                            7                 0                HOVERCRAFT
11000                                    11000                                     7                 1.0                            7                 0                HOVERCRAFT
11000                                    11000                                     7                 0.7                            7                 0                HOVERCRAFT
11000                                    11000                                     7                 0.7                            7                 0                HOVERCRAFT
11000                                    7000                                      11                1.0                            7                 0                FLAK
11000                                    7000                                      11                1.0                            7                 0                FLAK
7000                                     7000                                      11                0.7                            7                 0                FLAK
7000                                     7000                                      11                0.7                            7                 0                FLAK
7000                                     7000                                      11                1.0                            7                 0                FLAK
11000                                    11000                                     11                1.0                            7                 0                FLAK
11000                                    11000                                     11                0.7                            7                 0                FLAK
11000                                    11000                                     11                0.7                            7                 0                FLAK
11000                                    11000                                     11                1.0                            7                 0                FLAK
11000                                    11000                                     11                0.7                            7                 0                FLAK
11000                                    11000                                     11                0.7                            7                 0                FLAK
11000                                    7000                                      7                 1.0                            7                 0                FLAK
11000                                    7000                                      7                 1.0                            7                 0                FLAK
7000                                     7000                                      7                 0.7                            7                 0                FLAK
7000                                     7000                                      7                 0.7                            7                 0                FLAK
7000                                     7000                                      7                 1.0                            7                 0                FLAK
11000                                    11000                                     7                 1.0                            7                 0                FLAK
11000                                    11000                                     7                 0.7                            7                 0                FLAK
11000                                    11000                                     7                 0.7                            7                 0                FLAK
11000                                    11000                                     7                 1.0                            7                 0                FLAK
11000                                    11000                                     7                 0.7                            7                 0                FLAK
11000                                    11000                                     7                 0.7                            7                 0                FLAK
11000                                    3000                                      11                1.0                            7                 0                FLAK
11000                                    3000                                      11                1.0                            7                 0                FLAK
7000                                     3000                                      11                0.7                            7                 0                FLAK
7000                                     3000                                      11                0.7                            7                 0                FLAK
7000                                     3000                                      11                1.0                            7                 0                FLAK
11000                                    7000                                      11                1.0                            7                 2                FLAK
11000                                    7000                                      11                1.0                            7                 2                FLAK
7000                                     7000                                      11                0.7                            7                 2                FLAK
7000                                     7000                                      11                0.7                            7                 2                FLAK
7000                                     7000                                      11                1.0                            7                 2                FLAK
11000                                    11000                                     11                1.0                            7                 2                FLAK
11000                                    11000                                     11                0.7                            7                 2                FLAK
11000                                    11000                                     11                0.7                            7                 2                FLAK
11000                                    11000                                     11                1.0                            7                 2                FLAK
11000                                    11000                                     11                0.7                            7                 2                FLAK
11000                                    11000                                     11                0.7                            7                 2                FLAK
11000                                    7000                                      7                 1.0                            7                 2                FLAK
11000                                    7000                                      7                 1.0                            7                 2                FLAK
7000                                     7000                                      7                 0.7                            7                 2                FLAK
7000                                     7000                                      7                 0.7                            7                 2                FLAK
7000                                     7000                                      7                 1.0                            7                 2                FLAK
11000                                    11000                                     7                 1.0                            7                 2                FLAK
11000                                    11000                                     7                 0.7                            7                 2                FLAK
11000                                    11000                                     7                 0.7                            7                 2                FLAK
11000                                    11000                                     7                 1.0                            7                 2                FLAK
11000                                    11000                                     7                 0.7                            7                 2                FLAK
11000                                    11000                                     7                 0.7                            7                 2                FLAK
11000                                    3000                                      11                1.0                            7                 2                FLAK
11000                                    3000                                      11                1.0                            7                 2                FLAK
7000                                     3000                                      11                0.7                            7                 2                FLAK
7000                                     3000                                      11                0.7                            7                 2                FLAK
7000                                     3000                                      11                1.0                            7                 2                FLAK
11000                                    7000                                      11                1.0                            7                 2                HOVERFLAK
11000                                    7000                                      11                1.0                            7                 2                HOVERFLAK
7000                                     7000                                      11                0.7                            7                 2                HOVERFLAK
7000                                     7000                                      11                0.7                            7                 2                HOVERFLAK
7000                                     7000                                      11                1.0                            7                 2                HOVERFLAK
11000                                    11000                                     11                1.0                            7                 2                HOVERFLAK
11000                                    11000                                     11                0.7                            7                 2                HOVERFLAK
11000                                    11000                                     11                0.7                            7                 2                HOVERFLAK
11000                                    11000                                     11                1.0                            7                 2                HOVERFLAK
11000                                    11000                                     11                0.7                            7                 2                HOVERFLAK
11000                                    11000                                     11                0.7                            7                 2                HOVERFLAK
11000                                    7000                                      7                 1.0                            7                 2                HOVERFLAK
11000                                    7000                                      7                 1.0                            7                 2                HOVERFLAK
7000                                     7000                                      7                 0.7                            7                 2                HOVERFLAK
7000                                     7000                                      7                 0.7                            7                 2                HOVERFLAK
7000                                     7000                                      7                 1.0                            7                 2                HOVERFLAK
11000                                    11000                                     7                 1.0                            7                 2                HOVERFLAK
11000                                    11000                                     7                 0.7                            7                 2                HOVERFLAK
11000                                    11000                                     7                 0.7                            7                 2                HOVERFLAK
11000                                    11000                                     7                 1.0                            7                 2                HOVERFLAK
11000                                    11000                                     7                 0.7                            7                 2                HOVERFLAK
11000                                    11000                                     7                 0.7                            7                 2                HOVERFLAK
11000                                    7000                                      11                1.0                            7                 0                HOVERFLAK
11000                                    7000                                      11                1.0                            7                 0                HOVERFLAK
7000                                     7000                                      11                0.7                            7                 0                HOVERFLAK
7000                                     7000                                      11                0.7                            7                 0                HOVERFLAK
7000                                     7000                                      11                1.0                            7                 0                HOVERFLAK
11000                                    11000                                     11                1.0                            7                 0                HOVERFLAK
11000                                    11000                                     11                0.7                            7                 0                HOVERFLAK
11000                                    11000                                     11                0.7                            7                 0                HOVERFLAK
11000                                    11000                                     11                1.0                            7                 0                HOVERFLAK
11000                                    11000                                     11                0.7                            7                 0                HOVERFLAK
11000                                    11000                                     11                0.7                            7                 0                HOVERFLAK
11000                                    7000                                      7                 1.0                            7                 0                HOVERFLAK
11000                                    7000                                      7                 1.0                            7                 0                HOVERFLAK
7000                                     7000                                      7                 0.7                            7                 0                HOVERFLAK
7000                                     7000                                      7                 0.7                            7                 0                HOVERFLAK
7000                                     7000                                      7                 1.0                            7                 0                HOVERFLAK
11000                                    11000                                     7                 1.0                            7                 0                HOVERFLAK
11000                                    11000                                     7                 0.7                            7                 0                HOVERFLAK
11000                                    11000                                     7                 0.7                            7                 0                HOVERFLAK
11000                                    11000                                     7                 1.0                            7                 0                HOVERFLAK
11000                                    11000                                     7                 0.7                            7                 0                HOVERFLAK
11000                                    11000                                     7                 0.7                            7                 0                HOVERFLAK
11000                                    7000                                      11                1.0                            7                 0                ARTILLERY
11000                                    7000                                      11                1.0                            7                 0                ARTILLERY
7000                                     7000                                      11                4.5                            7                 0                ARTILLERY
7000                                     7000                                      11                4.5                            7                 0                ARTILLERY
7000                                     7000                                      11                1.0                            7                 0                ARTILLERY
11000                                    11000                                     11                1.0                            7                 0                ARTILLERY
11000                                    11000                                     11                4.5                            7                 0                ARTILLERY
11000                                    11000                                     11                4.5                            7                 0                ARTILLERY
11000                                    11000                                     11                1.0                            7                 0                ARTILLERY
11000                                    11000                                     11                4.5                            7                 0                ARTILLERY
11000                                    11000                                     11                4.5                            7                 0                ARTILLERY
11000                                    7000                                      7                 1.0                            7                 0                ARTILLERY
11000                                    7000                                      7                 1.0                            7                 0                ARTILLERY
7000                                     7000                                      7                 4.5                            7                 0                ARTILLERY
7000                                     7000                                      7                 4.5                            7                 0                ARTILLERY
7000                                     7000                                      7                 1.0                            7                 0                ARTILLERY
11000                                    11000                                     7                 1.0                            7                 0                ARTILLERY
11000                                    11000                                     7                 4.5                            7                 0                ARTILLERY
11000                                    11000                                     7                 4.5                            7                 0                ARTILLERY
